ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector
NATIONALUM.NS,Nationalum,158.7899932861328,152.4295525783948,145.6063995361328,149.0179760572638,STRONG SELL,95.0,5.511553080647974,10.76674181205646,-4.005567716270864,-8.302534358222262,-6.154051037246563,"Combined models predict a significant 6.15% price decrease (ARIMA: -4.01%, LSTM: -8.30% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,-2.2855191641350787
SAIL.NS,Sail,115.9800033569336,113.4445913652679,112.36839294433594,112.90649215480192,SELL,85.0,2.7235634114383642,5.55189273072976,-2.1860768393520855,-3.1139940576504084,-2.650035448501241,"Combined models predict a moderate 2.65% price decrease (ARIMA: -2.19%, LSTM: -3.11% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,1.2184964246102434
HINDALCO.NS,Hindalco,620.0999755859375,608.6042306485775,604.8427124023438,606.7234715254606,SELL,85.0,12.551154984333,30.234251195835427,-1.8538534736269825,-2.4604521503451178,-2.1571528119860592,"Combined models predict a moderate 2.16% price decrease (ARIMA: -1.85%, LSTM: -2.46% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,1.7113790611254251
TATASTEEL.NS,Tatasteel,138.16000366210938,137.23675966962128,134.47825622558594,135.8575079476036,SELL,85.0,2.8842984995111496,6.774480048322528,-0.6682425941056179,-2.6648431810465874,-1.666542887576103,"Combined models predict a moderate 1.67% price decrease (ARIMA: -0.67%, LSTM: -2.66% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,2.2019889855353814
JSL.NS,Jsl,581.0999755859375,558.26144499607,540.8230590820312,549.5422520390507,STRONG SELL,95.0,15.18878264982916,31.454467617733975,-3.930223980277884,-6.931150954410906,-5.430687467344385,"Combined models predict a significant 5.43% price decrease (ARIMA: -3.93%, LSTM: -6.93% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,-1.5621555942329008
VEDL.NS,Vedl,413.04998779296875,401.7384255993397,398.4830627441406,400.1107441717402,STRONG SELL,90.0,10.416134832563214,25.85303330948813,-2.738545582356661,-3.5266736422540315,-3.1326096123053393,"Combined models predict a significant 3.13% price decrease (ARIMA: -2.74%, LSTM: -3.53% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,0.7359222608061451
NMDC.NS,Nmdc,67.95999908447266,65.71202512991135,65.05123901367188,65.38163207179161,STRONG SELL,90.0,1.5688619756140603,3.544707036968958,-3.3077898540980333,-4.28010610651313,-3.7939479803055813,"Combined models predict a significant 3.79% price decrease (ARIMA: -3.31%, LSTM: -4.28% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,0.07458389280590305
APLAPOLLO.NS,Aplapollo,1621.5999755859375,1586.817116064688,1536.4364013671875,1561.6267587159377,STRONG SELL,90.0,32.22915432938611,65.19878816695685,-2.144971635725471,-5.251823846875528,-3.698397741300499,"Combined models predict a significant 3.70% price decrease (ARIMA: -2.14%, LSTM: -5.25% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,0.17013413181098525
JINDALSTEL.NS,Jindalstel,914.75,881.2381227600905,828.7694091796875,855.003765969889,STRONG SELL,95.0,18.20494747870838,42.97479683841748,-3.6635012014112593,-9.39935401151271,-6.53142760646199,"Combined models predict a significant 6.53% price decrease (ARIMA: -3.66%, LSTM: -9.40% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,-2.6628957333505054
JSWSTEEL.NS,Jswsteel,1044.199951171875,1008.9660908778114,982.317138671875,995.6416147748432,STRONG SELL,90.0,16.019463366064272,33.50568246906839,-3.3742445835705728,-5.926337425179031,-4.650291004374802,"Combined models predict a significant 4.65% price decrease (ARIMA: -3.37%, LSTM: -5.93% - both models agree on direction)",True,NIFTY_METAL,-3.8685318731114844,-0.7817591312633176
