ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector
NATIONALUM.NS,Nationalum,143.22000122070312,147.8202132181872,167.3063507080078,157.5632819630975,STRONG BUY,95.0,5.515247225020501,12.520936942275956,3.211989916404985,16.817727469634242,10.014858693019605,"Combined models predict a significant 10.01% price increase (ARIMA: 3.21%, LSTM: 16.82% - both models agree on direction)",True,NIFTY_METAL,1.997281322520305,8.0175773704993
COALINDIA.NS,Coalindia,392.1000061035156,382.80155388270737,383.2341613769531,383.01785762983025,SELL,85.0,6.152963992621548,12.37419047135313,-2.3714491395221855,-2.2611182322251455,-2.3162836858736653,"Combined models predict a moderate 2.32% price decrease (ARIMA: -2.37%, LSTM: -2.26% - both models agree on direction)",True,NIFTY_METAL,1.997281322520305,-4.3135650083939705
BATAINDIA.NS,Bataindia,1241.8499755859375,1216.4409944804822,1233.698486328125,1225.0697404043035,SELL,85.0,24.965107843131054,53.65074616176805,-2.0460588319830375,-0.6563988741044515,-1.3512288530437537,"Combined models predict a moderate 1.35% price decrease (ARIMA: -2.05%, LSTM: -0.66% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.0273282998449136,0.6760994468011599
TITAN.NS,Titan,3234.89990234375,3109.215883915986,3138.325439453125,3123.7706616845553,STRONG SELL,90.0,52.35850825565668,111.91541906262883,-3.88525216303303,-2.985392618196775,-3.4353223906149095,"Combined models predict a significant 3.44% price decrease (ARIMA: -3.89%, LSTM: -2.99% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.0273282998449136,-1.407994090769996
HAVELLS.NS,Havells,1532.8499755859375,1460.8515758575636,1510.210205078125,1485.5308904678443,STRONG SELL,90.0,29.512576663882488,61.33375287655941,-4.697028468219941,-1.4769723631406502,-3.0870004156802957,"Combined models predict a significant 3.09% price decrease (ARIMA: -4.70%, LSTM: -1.48% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.0273282998449136,-1.0596721158353821
VOLTAS.NS,Voltas,1284.9000244140625,1322.570694641387,1329.7628173828125,1326.1667560120998,STRONG BUY,90.0,40.59415654521254,83.69895229114937,2.931797767262324,3.491539584117312,3.2116686756898183,"Combined models predict a significant 3.21% price increase (ARIMA: 2.93%, LSTM: 3.49% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.0273282998449136,5.238996975534732
DIXON.NS,Dixon,14301.900390625,12962.494679276095,13359.87109375,13161.182886513048,STRONG SELL,95.0,480.8094438626534,859.5424590215956,-9.365228918996635,-6.586742119197719,-7.975985519097171,"Combined models predict a significant 7.98% price decrease (ARIMA: -9.37%, LSTM: -6.59% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.0273282998449136,-5.948657219252258
TIINDIA.NS,Tiindia,2509.699951171875,2571.3904542500522,2696.289794921875,2633.8401245859636,STRONG BUY,90.0,78.62518906313304,156.8927973312924,2.4580828098343623,7.434747076552879,4.946414943193621,"Combined models predict a significant 4.95% price increase (ARIMA: 2.46%, LSTM: 7.43% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,4.674084140982683
TVSMOTOR.NS,Tvsmotor,2513.300048828125,2433.011365015678,2415.930419921875,2424.4708924687766,STRONG SELL,90.0,46.8159359207156,107.45899699435793,-3.1945522720171433,-3.8741744723894183,-3.5343633722032806,"Combined models predict a significant 3.53% price decrease (ARIMA: -3.19%, LSTM: -3.87% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,-3.806694174414218
BOSCHLTD.NS,Boschltd,26359.25,26423.700663082604,27521.482421875,26972.591542478804,BUY,85.0,437.21108161619014,1029.7549557189268,0.24450871357342704,4.409201407001338,2.3268550602873894,"Combined models predict a moderate 2.33% price increase (ARIMA: 0.24%, LSTM: 4.41% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,2.054524258076452
MRF.NS,Mrf,117544.3984375,112508.82791412681,114255.5234375,113382.1756758134,STRONG SELL,90.0,1479.351227477583,3978.244966572994,-4.283973196775233,-2.7979853091414992,-3.5409792529583726,"Combined models predict a significant 3.54% price decrease (ARIMA: -4.28%, LSTM: -2.80% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,-3.81331005516931
ASHOKLEY.NS,Ashokley,208.5,201.02519168748796,202.32687377929688,201.67603273339242,STRONG SELL,90.0,4.996850851558841,9.558624941023085,-3.5850399580393475,-2.9607320003372304,-3.2728859791882883,"Combined models predict a significant 3.27% price decrease (ARIMA: -3.59%, LSTM: -2.96% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,-3.5452167813992257
EICHERMOT.NS,Eichermot,5350.89990234375,5244.81673903977,5254.26171875,5249.539228894885,SELL,85.0,92.45270493790845,192.18905390215647,-1.9825293920657012,-1.806017405622211,-1.894273398843956,"Combined models predict a moderate 1.89% price decrease (ARIMA: -1.98%, LSTM: -1.81% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,-2.1666042010548936
ABBOTINDIA.NS,Abbotindia,29641.099609375,29573.46688737683,29277.94921875,29425.708053063416,HOLD,80.0,466.99889304460356,1112.5602287723013,-0.22817210862439607,-1.2251582951063713,-0.7266652018653836,"Combined models predict relatively stable price (change: -0.73%) (ARIMA: -0.23%, LSTM: -1.23% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,-1.8084806959857127
DIVISLAB.NS,Divislab,5589.2998046875,5409.451398674778,5402.7685546875,5406.1099766811385,STRONG SELL,90.0,109.50656909261203,290.1824633927076,-3.217726947870843,-3.337291906287876,-3.2775094270793677,"Combined models predict a significant 3.28% price decrease (ARIMA: -3.22%, LSTM: -3.34% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,-4.359324921199697
ALKEM.NS,Alkem,4887.4501953125,4857.673038912892,4835.4912109375,4846.582124925196,HOLD,80.0,79.54245412532156,145.25477890762693,-0.609257490299694,-1.0631102578770684,-0.8361838740883812,"Combined models predict relatively stable price (change: -0.84%) (ARIMA: -0.61%, LSTM: -1.06% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,-1.9179993682087102
IPCALAB.NS,Ipcalab,1330.949951171875,1376.1381035362656,1402.9937744140625,1389.565938975164,STRONG BUY,90.0,37.5621314777192,70.73103401220119,3.3951804366951075,5.412962612061734,4.404071524378421,"Combined models predict a significant 4.40% price increase (ARIMA: 3.40%, LSTM: 5.41% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,3.3222560302580915
GLENMARK.NS,Glenmark,1378.0999755859375,1436.3497662596417,1559.6416015625,1497.995683911071,STRONG BUY,95.0,29.71640955945752,93.08338286582213,4.226818932272143,13.17332771153813,8.700073321905144,"Combined models predict a significant 8.70% price increase (ARIMA: 4.23%, LSTM: 13.17% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,7.618257827784815
AUROPHARMA.NS,Auropharma,1082.449951171875,1094.8992343376076,1145.3291015625,1120.1141679500538,STRONG BUY,90.0,23.96317540352641,53.67323127246999,1.15010242757689,5.8089660702142565,3.479534248895573,"Combined models predict a significant 3.48% price increase (ARIMA: 1.15%, LSTM: 5.81% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,2.3977187547752443
LUPIN.NS,Lupin,1969.25,1975.182142456564,2056.777099609375,2015.9796210329696,BUY,85.0,42.42203930095557,97.72760768270915,0.30123866733852744,4.444692121842072,2.3729653945903055,"Combined models predict a moderate 2.37% price increase (ARIMA: 0.30%, LSTM: 4.44% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,1.2911499004699765
LAURUSLABS.NS,Lauraslabs,605.8499755859375,585.3331553662654,580.9957885742188,583.1644719702421,STRONG SELL,90.0,17.08099447949459,35.174977961782645,-3.386452264825072,-4.102366594581678,-3.7444094297033748,"Combined models predict a significant 3.74% price decrease (ARIMA: -3.39%, LSTM: -4.10% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,-4.826224923823704
TORNTPHARM.NS,Torntpharm,3129.0,3249.863035137859,3194.724853515625,3222.293944326742,BUY,85.0,46.67005743781993,99.67985504799286,3.8626729030955187,2.100506663970118,2.9815897835328187,"Combined models predict a moderate 2.98% price increase (ARIMA: 3.86%, LSTM: 2.10% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,1.8997742894124896
BIOCON.NS,Biocon,316.54998779296875,321.5569090036952,335.6835021972656,328.6202056004804,STRONG BUY,90.0,9.023073695735729,19.17437242195692,1.5817158122909416,6.044389556827483,3.8130526845592123,"Combined models predict a significant 3.81% price increase (ARIMA: 1.58%, LSTM: 6.04% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,2.7312371904388835
CIPLA.NS,Cipla,1463.050048828125,1426.3494578125387,1418.0411376953125,1422.1952977539256,SELL,85.0,21.21203388821257,43.737291620416876,-2.5084986699520457,-3.076375354955476,-2.792437012453761,"Combined models predict a moderate 2.79% price decrease (ARIMA: -2.51%, LSTM: -3.08% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,-3.8742525065740905
APOLLOHOSP.NS,Apollohosp,6780.9501953125,6747.063719628407,6663.603515625,6705.333617626704,SELL,85.0,99.28742893775832,222.97956790609697,-0.49973049068429853,-1.7305344576725958,-1.1151324741784405,"Combined models predict a moderate 1.12% price decrease (ARIMA: -0.50%, LSTM: -1.73% - both models agree on direction)",True,NIFTY_HEALTHCARE,-2.4404825804541717,1.3253501062757311
LALPATHLAB.NS,Lalpathlab,2701.800048828125,2533.41506454998,2503.775146484375,2518.595105517177,STRONG SELL,95.0,53.46742171278209,103.21557896687641,-6.232325902547088,-7.329369263637442,-6.780847583092274,"Combined models predict a significant 6.78% price decrease (ARIMA: -6.23%, LSTM: -7.33% - both models agree on direction)",True,NIFTY_HEALTHCARE,-2.4404825804541717,-4.3403650026381015
