ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector
NATIONALUM.NS,Nationalum,162.07000732421875,161.10980518409457,151.16854858398438,156.13917688403947,STRONG SELL,90.0,5.5214916893950665,10.247914436178794,-0.5924613418467433,-6.726388750280095,-3.6594250460634186,"Combined models predict a significant 3.66% price decrease (ARIMA: -0.59%, LSTM: -6.73% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,-1.30276171936814
SAIL.NS,Sail,116.76000213623047,115.05675329972871,115.4425277709961,115.2496405353624,SELL,85.0,2.7268068382574824,5.719688609333237,-1.458760539002458,-1.1283610321428426,-1.29356078557265,"Combined models predict a moderate 1.29% price decrease (ARIMA: -1.46%, LSTM: -1.13% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,1.0631025411226285
HINDALCO.NS,Hindalco,629.0999755859375,622.0423660387683,624.1441040039062,623.0932350213373,HOLD,80.0,12.5777510846391,32.658578469040414,-1.121858181697728,-0.7877717015352608,-0.9548149416164945,"Combined models predict relatively stable price (change: -0.95%) (ARIMA: -1.12%, LSTM: -0.79% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,1.4018483850787842
TATASTEEL.NS,Tatasteel,141.16000366210938,138.71760688574147,137.2041015625,137.96085422412074,SELL,85.0,2.9044476492778744,6.825587727517704,-1.730232865546104,-2.802424197351612,-2.266328531448858,"Combined models predict a moderate 2.27% price decrease (ARIMA: -1.73%, LSTM: -2.80% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,0.09033479524642063
JSL.NS,Jsl,575.4000244140625,569.1180387841686,563.2478637695312,566.18295127685,SELL,85.0,15.191695037965927,32.69993524037116,-1.0917597086115818,-2.111949970267373,-1.6018548394394674,"Combined models predict a moderate 1.60% price decrease (ARIMA: -1.09%, LSTM: -2.11% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,0.7548084872558112
VEDL.NS,Vedl,418.20001220703125,412.3219981568842,399.8355407714844,406.0787694641843,SELL,85.0,10.430061554779831,26.092902761151418,-1.4055509035320435,-4.391312984098022,-2.8984319438150328,"Combined models predict a moderate 2.90% price decrease (ARIMA: -1.41%, LSTM: -4.39% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,-0.5417686171197542
NMDC.NS,Nmdc,68.11000061035156,67.66495708558526,65.32649993896484,66.49572851227505,SELL,85.0,1.5694746507566755,3.3254915518866137,-0.6534187649069939,-4.086772348323359,-2.3700955566151762,"Combined models predict a moderate 2.37% price decrease (ARIMA: -0.65%, LSTM: -4.09% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,-0.013432229919897676
APLAPOLLO.NS,Aplapollo,1623.800048828125,1592.1349905739164,1540.491455078125,1566.3132228260206,STRONG SELL,90.0,32.24001728041033,66.47310002398905,-1.9500589544298168,-5.130471193797704,-3.5402650741137673,"Combined models predict a significant 3.54% price decrease (ARIMA: -1.95%, LSTM: -5.13% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,-1.1836017474184888
JINDALSTEL.NS,Jindalstel,919.0499877929688,908.0447460487701,847.9696655273438,878.0072057880569,STRONG SELL,90.0,18.21937546084445,43.67195934165649,-1.197458450614524,-7.734108395596544,-4.465783423105534,"Combined models predict a significant 4.47% price decrease (ARIMA: -1.20%, LSTM: -7.73% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,-2.109120096410255
JSWSTEEL.NS,Jswsteel,1039.199951171875,1026.3549854107837,1008.3744506835938,1017.3647180471887,SELL,85.0,16.004537415512996,33.439325207872535,-1.2360437225392888,-2.966272318769862,-2.1011580206545757,"Combined models predict a moderate 2.10% price decrease (ARIMA: -1.24%, LSTM: -2.97% - both models agree on direction)",True,NIFTY_METAL,-2.3566633266952786,0.2555053060407029
