ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector
SAIL.NS,Sail,113.25,105.78938659250802,111.51963806152344,108.65451232701574,STRONG SELL,90.0,2.722004815098785,4.862082346649107,-6.587738108160686,-1.5279134114583335,-4.0578257598095036,"Combined models predict a significant 4.06% price decrease (ARIMA: -6.59%, LSTM: -1.53% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,-0.6116271952088983
HINDALCO.NS,Hindalco,617.5999755859375,561.8283434282733,603.1052856445312,582.4668145364024,STRONG SELL,95.0,12.508316892052164,29.188542404225775,-9.030381211519927,-2.346938230956803,-5.688659721238356,"Combined models predict a significant 5.69% price decrease (ARIMA: -9.03%, LSTM: -2.35% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,-2.2424611566377504
JSL.NS,Jsl,557.7999877929688,514.9907094586843,549.5570678710938,532.273888664889,STRONG SELL,90.0,15.590694734470146,31.501299665406208,-7.674664623724133,-1.4777554862432905,-4.5762100549837115,"Combined models predict a significant 4.58% price decrease (ARIMA: -7.67%, LSTM: -1.48% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,-1.1300114903831062
APLAPOLLO.NS,Aplapollo,1564.800048828125,1472.135903259677,1514.92724609375,1493.5315746767135,STRONG SELL,90.0,32.46667405586246,63.70855875090744,-5.921788259007531,-3.1871677644517344,-4.554478011729633,"Combined models predict a significant 4.55% price decrease (ARIMA: -5.92%, LSTM: -3.19% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,-1.1082794471290276
COALINDIA.NS,Coalindia,395.25,375.33999870594056,391.7695617675781,383.55478023675937,SELL,85.0,6.171261538990847,12.83174658097957,-5.037318480470447,-0.8805662827126819,-2.958942381591557,"Combined models predict a moderate 2.96% price decrease (ARIMA: -5.04%, LSTM: -0.88% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,0.48725618300904827
JSWSTEEL.NS,Jswsteel,1008.0,945.3116408721135,998.453857421875,971.8827491469942,STRONG SELL,90.0,16.14079884963006,32.303921541846464,-6.219083246814141,-0.9470379541790674,-3.583060600496604,"Combined models predict a significant 3.58% price decrease (ARIMA: -6.22%, LSTM: -0.95% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,-0.13686203589599888
ADANIENT.NS,Adanient,2418.199951171875,2236.162419428133,2342.9052734375,2289.5338464328165,STRONG SELL,95.0,88.43507612942521,152.76604675387514,-7.527811405980941,-3.113666332591179,-5.32073886928606,"Combined models predict a significant 5.32% price decrease (ARIMA: -7.53%, LSTM: -3.11% - both models agree on direction)",True,NIFTY_METAL,-3.4461985646006053,-1.8745403046854552
BATAINDIA.NS,Bataindia,1229.800048828125,1229.1642653400775,1219.262451171875,1224.2133582559763,HOLD,80.0,24.993425971243006,53.378831110941455,-0.051698118621264805,-0.8568545485334194,-0.45427633357733277,"Combined models predict relatively stable price (change: -0.45%) (ARIMA: -0.05%, LSTM: -0.86% - both models agree on direction)",True,NIFTY_CONSUMPTION,-3.133976182929416,2.679699849352083
TITAN.NS,Titan,3273.39990234375,3179.576489907341,3115.393310546875,3147.484900227108,STRONG SELL,90.0,52.15383540879475,108.32677406916146,-2.866237405617062,-4.826987123807956,-3.8466122647125087,"Combined models predict a significant 3.85% price decrease (ARIMA: -2.87%, LSTM: -4.83% - both models agree on direction)",True,NIFTY_CONSUMPTION,-3.133976182929416,-0.7126360817830926
HAVELLS.NS,Havells,1571.699951171875,1472.0085707903143,1507.1571044921875,1489.582837641251,STRONG SELL,95.0,29.68158591625127,65.64072494119225,-6.3429015383775935,-4.106562873630155,-5.224732206003868,"Combined models predict a significant 5.22% price decrease (ARIMA: -6.34%, LSTM: -4.11% - both models agree on direction)",True,NIFTY_CONSUMPTION,-3.133976182929416,-2.0907560230744515
DIXON.NS,Dixon,14931.0,13288.677435711079,13867.19921875,13577.938327230539,STRONG SELL,95.0,484.0930192530548,1000.589284087677,-10.999414401506403,-7.124779192619382,-9.0620967970629,"Combined models predict a significant 9.06% price decrease (ARIMA: -11.00%, LSTM: -7.12% - both models agree on direction)",True,NIFTY_CONSUMPTION,-3.133976182929416,-5.9281206141334835
MOTHERSON.NS,Motherson,127.62999725341797,113.13997030802419,125.4486083984375,119.29428935323085,STRONG SELL,95.0,3.503298038013096,11.17256704383505,-11.353151498250725,-1.709150593060951,-6.531151045655832,"Combined models predict a significant 6.53% price decrease (ARIMA: -11.35%, LSTM: -1.71% - both models agree on direction)",True,NIFTY_AUTO,-4.489854980995634,-2.041296064660198
TVSMOTOR.NS,Tvsmotor,2586.5,2478.7461589913346,2511.972900390625,2495.35952969098,STRONG SELL,90.0,47.50896965529465,117.73423637974457,-4.166009704568545,-2.881387960926928,-3.523698832747736,"Combined models predict a significant 3.52% price decrease (ARIMA: -4.17%, LSTM: -2.88% - both models agree on direction)",True,NIFTY_AUTO,-4.489854980995634,0.9661561482478982
HEROMOTOCO.NS,Heromotoco,3803.89990234375,3596.336413847836,3717.42724609375,3656.8818299707928,STRONG SELL,90.0,58.75059035863144,184.0541010315092,-5.456597014238599,-2.2732631896207467,-3.864930101929679,"Combined models predict a significant 3.86% price decrease (ARIMA: -5.46%, LSTM: -2.27% - both models agree on direction)",True,NIFTY_AUTO,-4.489854980995634,0.6249248790659552
