ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector
SAIL.NS,Sail,115.30000305175781,109.38921489376975,108.7176513671875,109.05343313047862,STRONG SELL,95.0,2.7228543775321787,4.912882615702401,-5.126442325708119,-5.708891162488101,-5.417666744098111,"Combined models predict a significant 5.42% price decrease (ARIMA: -5.13%, LSTM: -5.71% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,-2.487244136392469
HINDALCO.NS,Hindalco,609.9000244140625,599.8036105467276,596.0205078125,597.9120591796138,SELL,85.0,12.527887069308532,33.122071819020476,-1.6554211285750773,-2.2757035654977553,-1.9655623470364068,"Combined models predict a moderate 1.97% price decrease (ARIMA: -1.66%, LSTM: -2.28% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,0.9648602606692351
TATASTEEL.NS,Tatasteel,136.97000122070312,134.78934455973268,133.68165588378906,134.23550022176087,SELL,85.0,2.8881830916321625,6.619378086665491,-1.5920688045090226,-2.400777767107902,-1.9964232858084623,"Combined models predict a moderate 2.00% price decrease (ARIMA: -1.59%, LSTM: -2.40% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,0.9339993218971796
JSL.NS,Jsl,558.7000122070312,543.0045420568653,529.3956298828125,536.2000859698389,STRONG SELL,90.0,15.268465267609493,31.501575845768873,-2.8092840177619136,-5.245101429022299,-4.027192723392096,"Combined models predict a significant 4.03% price decrease (ARIMA: -2.81%, LSTM: -5.25% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,-1.096770115686454
APLAPOLLO.NS,Aplapollo,1568.0999755859375,1527.5781829514256,1487.6917724609375,1507.6349777061814,STRONG SELL,90.0,32.371065766310636,62.72352364449931,-2.584133235469922,-5.127747234034271,-3.855940234752104,"Combined models predict a significant 3.86% price decrease (ARIMA: -2.58%, LSTM: -5.13% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,-0.925517627046462
JINDALSTEL.NS,Jindalstel,854.25,803.4212242140145,840.0296020507812,821.7254131323979,STRONG SELL,90.0,17.900890151140548,48.525659387888446,-5.950105447583904,-1.6646646706723733,-3.8073850591281384,"Combined models predict a significant 3.81% price decrease (ARIMA: -5.95%, LSTM: -1.66% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,-0.8769624514224965
JSWSTEEL.NS,Jswsteel,1009.4000244140625,986.3585994839882,974.4454345703125,980.4020170271504,SELL,85.0,16.16703768448633,31.19904498140143,-2.2826851964313564,-3.4629075686857123,-2.8727963825585343,"Combined models predict a moderate 2.87% price decrease (ARIMA: -2.28%, LSTM: -3.46% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,0.05762622514710758
HINDCOPPER.NS,Hindcopper,209.69000244140625,198.92232971602326,197.0970916748047,198.00971069541396,STRONG SELL,95.0,6.822622464971339,13.518242980501764,-5.1350434450931,-6.00548935093861,-5.570266398015861,"Combined models predict a significant 5.57% price decrease (ARIMA: -5.14%, LSTM: -6.01% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,-2.6398437903102194
ADANIENT.NS,Adanient,2415.60009765625,2324.833105193873,2338.17041015625,2331.5017576750615,STRONG SELL,90.0,61.208074904100386,148.7335722919082,-3.7575338960469553,-3.2054017374451425,-3.4814678167460493,"Combined models predict a significant 3.48% price decrease (ARIMA: -3.76%, LSTM: -3.21% - both models agree on direction)",True,NIFTY_METAL,-2.930422607705642,-0.5510452090404074
TITAN.NS,Titan,3272.10009765625,3248.11468156669,3180.368408203125,3214.2415448849074,SELL,85.0,51.9728403567607,128.31514844749486,-0.7330281890441113,-2.803449977549002,-1.7682390832965564,"Combined models predict a moderate 1.77% price decrease (ARIMA: -0.73%, LSTM: -2.80% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.9520799704669165,1.18384088717036
HAVELLS.NS,Havells,1613.9000244140625,1536.836832804485,1487.018798828125,1511.9278158163052,STRONG SELL,95.0,30.000042156163584,59.908355455764315,-4.774966877985873,-7.861777288962035,-6.318372083473947,"Combined models predict a significant 6.32% price decrease (ARIMA: -4.77%, LSTM: -7.86% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.9520799704669165,-3.3662921130070305
CROMPTON.NS,Cromptom,335.1000061035156,333.8225797764264,329.06671142578125,331.44464560110384,SELL,85.0,6.605881858395019,13.919014273824704,-0.3812074914420131,-1.8004460065186128,-1.0908267489803045,"Combined models predict a moderate 1.09% price decrease (ARIMA: -0.38%, LSTM: -1.80% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.9520799704669165,1.861253221486612
VOLTAS.NS,Voltas,1277.0999755859375,1284.8675580008298,1335.249755859375,1310.0586569301024,BUY,85.0,40.60751032222574,96.56890764774462,0.6082203870788221,4.553267667768782,2.580744027423802,"Combined models predict a moderate 2.58% price increase (ARIMA: 0.61%, LSTM: 4.55% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.9520799704669165,5.532823997890718
