ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector
NATIONALUM.NS,Nationalum,161.41000366210938,152.02151028494595,150.09779357910156,151.05965193202377,STRONG SELL,95.0,5.507431757291654,11.589456439194754,-5.816549881763837,-7.008369881886899,-6.412459881825358,"Combined models predict a significant 6.41% price decrease (ARIMA: -5.82%, LSTM: -7.01% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,-2.2557015940368546
SAIL.NS,Sail,115.98999786376953,115.32907938813679,108.2540054321289,111.79154241013285,STRONG SELL,90.0,2.7274486296676184,4.887742213804499,-0.5698064383180615,-6.669534075452405,-3.6196702568852333,"Combined models predict a significant 3.62% price decrease (ARIMA: -0.57%, LSTM: -6.67% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,0.53708803090327
HINDALCO.NS,Hindalco,622.0,610.7040418468185,592.3136596679688,601.5088507573937,STRONG SELL,90.0,12.571458415631826,29.67021383695198,-1.8160704426336751,-4.77272352605004,-3.2943969843418484,"Combined models predict a significant 3.29% price decrease (ARIMA: -1.82%, LSTM: -4.77% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,0.8623613034466548
TATASTEEL.NS,Tatasteel,139.17999267578125,137.2187272913936,131.00413513183594,134.11143121161479,STRONG SELL,90.0,2.8858717223316326,6.709550253154785,-1.409157556831029,-5.874305197724008,-3.641731377277509,"Combined models predict a significant 3.64% price decrease (ARIMA: -1.41%, LSTM: -5.87% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,0.5150269105109944
JSL.NS,Jsl,569.3499755859375,559.2143886277249,554.1366577148438,556.6755231712843,SELL,85.0,15.239238633529311,40.178934954006536,-1.780203283188287,-2.6720503246596623,-2.2261268039239748,"Combined models predict a moderate 2.23% price decrease (ARIMA: -1.78%, LSTM: -2.67% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,1.9306314838645284
VEDL.NS,Vedl,411.95001220703125,399.27728457727636,393.7375793457031,396.5074319614897,STRONG SELL,90.0,10.432491483134688,25.65410425954199,-3.076278008067161,-4.421029814698783,-3.7486539113829784,"Combined models predict a significant 3.75% price decrease (ARIMA: -3.08%, LSTM: -4.42% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,0.40810437640552477
NMDC.NS,Nmdc,67.83000183105469,65.8784087046884,64.69487762451172,65.28664316460006,STRONG SELL,90.0,1.5689386258311988,3.7920008853963916,-2.8771827711683633,-4.622031729192157,-3.7496072501802495,"Combined models predict a significant 3.75% price decrease (ARIMA: -2.88%, LSTM: -4.62% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,0.40715103760825366
APLAPOLLO.NS,Aplapollo,1599.5,1567.9664648812368,1524.310546875,1546.1385058781184,STRONG SELL,90.0,32.17830911324806,65.63390970666212,-1.9714620268060776,-4.700809823382307,-3.336135925094192,"Combined models predict a significant 3.34% price decrease (ARIMA: -1.97%, LSTM: -4.70% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,0.8206223626943112
COALINDIA.NS,Coalindia,400.5,398.23599798860107,386.90948486328125,392.57274142594116,SELL,85.0,6.106850992441821,11.64410944706976,-0.5652938854928663,-3.393387050366729,-1.9793404679297977,"Combined models predict a moderate 1.98% price decrease (ARIMA: -0.57%, LSTM: -3.39% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,2.1774178198587055
JINDALSTEL.NS,Jindalstel,906.4000244140625,854.2888789224343,828.7831420898438,841.5360105061391,STRONG SELL,95.0,18.2765654143896,44.35439078910778,-5.749243610768348,-8.563203909266637,-7.156223760017485,"Combined models predict a significant 7.16% price decrease (ARIMA: -5.75%, LSTM: -8.56% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,-2.999465472228982
JSWSTEEL.NS,Jswsteel,1034.0,1005.1262532971296,955.3793334960938,980.2527933966117,STRONG SELL,95.0,15.945197443312884,38.432252841977565,-2.7924319828694824,-7.603546083549928,-5.197989033209705,"Combined models predict a significant 5.20% price decrease (ARIMA: -2.79%, LSTM: -7.60% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,-1.0412307454212018
HINDCOPPER.NS,Hindcopper,220.38999938964844,209.2084967672561,200.5358123779297,204.87215457259288,STRONG SELL,95.0,6.69992661016751,13.803812874583487,-5.073507261381448,-9.008660586552589,-7.041083923967026,"Combined models predict a significant 7.04% price decrease (ARIMA: -5.07%, LSTM: -9.01% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,-2.884325636178523
ADANIENT.NS,Adanient,2442.699951171875,2397.382365527395,2359.314697265625,2378.34853139651,SELL,85.0,61.16669052707819,117.79368649217915,-1.855225224151623,-3.4136511062787833,-2.634438165215194,"Combined models predict a moderate 2.63% price decrease (ARIMA: -1.86%, LSTM: -3.41% - both models agree on direction)",True,NIFTY_METAL,-4.156758287788503,1.5223201225733094
BATAINDIA.NS,Bataindia,1203.199951171875,1233.341728942606,1227.6822509765625,1230.5119899595843,BUY,85.0,24.95920820621509,53.31448593410963,2.505134557342198,2.0347656913418746,2.2699501243420364,"Combined models predict a moderate 2.27% price increase (ARIMA: 2.51%, LSTM: 2.03% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.747892002951861,5.017842127293898
TITAN.NS,Titan,3336.10009765625,3271.7657688926733,3238.5703125,3255.168040696337,SELL,85.0,50.81250388714683,114.62219433611904,-1.9284292101659124,-2.923466991436161,-2.4259481008010297,"Combined models predict a moderate 2.43% price decrease (ARIMA: -1.93%, LSTM: -2.92% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.747892002951861,0.32194390215083146
HAVELLS.NS,Havells,1647.199951171875,1616.9210273640501,1516.2137451171875,1566.5673862406188,STRONG SELL,90.0,29.652782719279454,60.779285503951215,-1.838205725193435,-7.952052570272321,-4.895129147732877,"Combined models predict a significant 4.90% price decrease (ARIMA: -1.84%, LSTM: -7.95% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.747892002951861,-2.147237144781016
