ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sentiment_signal,sentiment_score,sentiment_confidence,news_count,arima_error_pct,arima_error_threshold,original_recommendation,original_confidence,enhancement_status,contrarian_applied,contrarian_reason,sector,sector_avg_change,relative_to_sector
SAIL.NS,Sail,133.5800018310547,134.2034893215156,135.96920776367188,135.08634854259373,BUY,85.0,2.497041303442588,4.626148919327665,0.4667521200137974,1.7885955231823816,1.1276738215980788,"Combined models predict a moderate 1.13% price increase (ARIMA: 0.47%, LSTM: 1.79% - both models agree on direction)",True,BULLISH,0.5113074259916941,0.5113074259916941,2,0.4667521200137974,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.5% <= 50%) = Using technical analysis: BUY,NIFTY_METAL,0.43375974050560867,0.6939140810924702
TATASTEEL.NS,Tatasteel,157.3300018310547,160.61307035384323,157.88705444335938,159.2500623986013,BUY,85.0,2.9394840686029657,7.043362665208588,2.0867402813062887,0.35406636103828815,1.2204033211722884,"Combined models predict a moderate 1.22% price increase (ARIMA: 2.09%, LSTM: 0.35% - both models agree on direction)",True,NEUTRAL,0.33745463313721774,0.33745463313721774,19,2.0867402813062887,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: BUY,NIFTY_METAL,0.43375974050560867,0.7866435806666798
JSL.NS,Jsl,675.9000244140625,691.6517776145614,681.4207153320312,686.5362464732964,BUY,85.0,14.210959322488478,31.559829479573878,2.3304856682249864,0.816791051717247,1.5736383599711252,"Combined models predict a moderate 1.57% price increase (ARIMA: 2.33%, LSTM: 0.82% - both models agree on direction)",True,BULLISH,0.43284744841610945,0.43284744841610945,2,2.3304856682249864,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: BUY,NIFTY_METAL,0.43375974050560867,1.1398786194655166
APLAPOLLO.NS,Aplapollo,1714.800048828125,1692.1386278243203,1672.2353515625,1682.1869896934102,SELL,85.0,27.888846307862593,66.36925654438713,-1.3215197316614973,-2.482195944344254,-1.9018578380028757,"Combined models predict a moderate 1.90% price decrease (ARIMA: -1.32%, LSTM: -2.48% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,1.3215197316614973,30,SELL,85.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: SELL,NIFTY_METAL,0.43375974050560867,-2.3356175785084843
JINDALSTEL.NS,Jindalstel,931.4500122070312,932.8752776083988,950.21142578125,941.5433516948244,BUY,85.0,17.070302937478157,40.46602875793056,0.1530157692510509,2.0142158278321753,1.083615798541613,"Combined models predict a moderate 1.08% price increase (ARIMA: 0.15%, LSTM: 2.01% - both models agree on direction)",True,NEUTRAL,0.3405773440996806,0.3405773440996806,3,0.1530157692510509,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: BUY,NIFTY_METAL,0.43375974050560867,0.6498560580360044
JSWSTEEL.NS,Jswsteel,1029.800048828125,1038.3143252266327,1031.773681640625,1035.0440034336289,HOLD,80.0,18.297475037611356,35.26651302521181,0.8267892789669854,0.19165204106815903,0.5092206600175722,"Combined models predict relatively stable price (change: 0.51%) (ARIMA: 0.83%, LSTM: 0.19% - both models agree on direction)",True,NEUTRAL,0.32940282609860105,0.32940282609860105,8,0.8267892789669854,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: HOLD,NIFTY_METAL,0.43375974050560867,0.07546091951196349
ADANIENT.NS,Adanient,2608.5,2580.4965259011087,2583.599609375,2582.0480676380544,SELL,85.0,45.92354621032617,80.3883629970572,-1.073547023150902,-0.9545865679509297,-1.0140667955509157,"Combined models predict a moderate 1.01% price decrease (ARIMA: -1.07%, LSTM: -0.95% - both models agree on direction)",True,NEUTRAL,0.31266264120737713,0.31266264120737713,1,1.073547023150902,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: SELL,NIFTY_METAL,0.43375974050560867,-1.4478265360565243
HAVELLS.NS,Havells,1525.0,1526.2342964251068,1563.4732666015625,1544.8537815133345,BUY,85.0,24.649069685726374,59.9968923062111,0.08093747049880504,2.5228371542008197,1.301887312349805,"Combined models predict a moderate 1.30% price increase (ARIMA: 0.08%, LSTM: 2.52% - both models agree on direction)",True,BEARISH,0.309883306423823,0.309883306423823,4,0.08093747049880504,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: BUY,NIFTY_CONSUMPTION,-0.47187107817870216,1.773758390528507
CROMPTON.NS,Cromptom,350.25,338.2271980373547,344.9256896972656,341.57644386731016,SELL,85.0,6.1458008387243375,10.750471985848543,-3.4326343933319925,-1.5201456967121698,-2.476390045022081,"Combined models predict a moderate 2.48% price decrease (ARIMA: -3.43%, LSTM: -1.52% - both models agree on direction)",True,NEUTRAL,0.24053350587685904,0.24053350587685904,2,3.4326343933319925,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.2% <= 50%) = Using technical analysis: SELL,NIFTY_CONSUMPTION,-0.47187107817870216,-2.0045189668433787
DIXON.NS,Dixon,16099.0,15912.32113272251,15751.2880859375,15831.804609330005,SELL,85.0,356.3248639566577,810.0603963722629,-1.1595680929094303,-2.159835480852848,-1.6597017868811392,"Combined models predict a moderate 1.66% price decrease (ARIMA: -1.16%, LSTM: -2.16% - both models agree on direction)",True,NEUTRAL,0.3808895390628705,0.3808895390628705,63,1.1595680929094303,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: SELL,NIFTY_CONSUMPTION,-0.47187107817870216,-1.1878307087024371
MOTHERSON.NS,Motherson,154.17999267578125,152.1927351627623,152.43484497070312,152.3137900667327,SELL,85.0,2.9911538381384473,6.665477365288925,-1.2889204873669193,-1.1318898611883608,-1.21040517427764,"Combined models predict a moderate 1.21% price decrease (ARIMA: -1.29%, LSTM: -1.13% - both models agree on direction)",True,NEUTRAL,0.37851451336307285,0.37851451336307285,9,1.2889204873669193,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: SELL,NIFTY_AUTO,-1.431868527738015,0.22146335346037493
TVSMOTOR.NS,Tvsmotor,2897.300048828125,2809.050798351471,2771.168701171875,2790.109749761673,STRONG SELL,90.0,45.170546086004975,95.2815682737532,-3.0459134017668794,-4.3534099171836385,-3.699661659475259,"Combined models predict a significant 3.70% price decrease (ARIMA: -3.05%, LSTM: -4.35% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,3.0459134017668794,30,STRONG SELL,95.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: STRONG SELL,NIFTY_AUTO,-1.431868527738015,-2.2677931317372444
HEROMOTOCO.NS,Heromotoco,4424.5,4260.002454858741,4242.90771484375,4251.455084851245,STRONG SELL,90.0,68.43077754689317,157.34977061582538,-3.717878746553492,-4.104244211916601,-3.9110614792350464,"Combined models predict a significant 3.91% price decrease (ARIMA: -3.72%, LSTM: -4.10% - both models agree on direction)",True,BULLISH,0.44604962965165734,0.44604962965165734,22,3.717878746553492,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_AUTO,-1.431868527738015,-2.4791929514970317
MARUTI.NS,Maruti,12564.0,12506.077001273385,12498.1767578125,12502.126879542942,HOLD,80.0,145.55706762396008,285.76354399917653,-0.4610235492408097,-0.5239035513172557,-0.49246355027903266,"Combined models predict relatively stable price (change: -0.49%) (ARIMA: -0.46%, LSTM: -0.52% - both models agree on direction)",True,NEUTRAL,0.34457201278712474,0.34457201278712474,14,0.4610235492408097,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: HOLD,NIFTY_AUTO,-1.431868527738015,0.9394049774589823
BOSCHLTD.NS,Boschltd,38475.0,37865.49845869293,35986.13671875,36925.81758872146,STRONG SELL,90.0,484.0719915980514,1124.0222590570597,-1.584149555054119,-6.468780458089668,-4.026465006571903,"Combined models predict a significant 4.03% price decrease (ARIMA: -1.58%, LSTM: -6.47% - both models agree on direction)",True,BULLISH,0.44798261042912796,0.44798261042912796,5,1.584149555054119,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_AUTO,-1.431868527738015,-2.594596478833888
MRF.NS,Mrf,152470.0,148891.22788606907,146273.5625,147582.39519303455,STRONG SELL,90.0,1918.6676981756,4634.322814727792,-2.3471975561952703,-4.064037187643471,-3.205617371919361,"Combined models predict a significant 3.21% price decrease (ARIMA: -2.35%, LSTM: -4.06% - both models agree on direction)",True,NEUTRAL,0.3321192298182735,0.3321192298182735,9,2.3471975561952703,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_AUTO,-1.431868527738015,-1.7737488441813458
EICHERMOT.NS,Eichermot,5626.5,5538.645456931367,5505.16845703125,5521.906956981309,SELL,85.0,74.17976769455854,194.6224684217859,-1.5614421588666607,-2.156430160290589,-1.858936159578617,"Combined models predict a moderate 1.86% price decrease (ARIMA: -1.56%, LSTM: -2.16% - both models agree on direction)",True,NEUTRAL,0.357261143094522,0.357261143094522,6,1.5614421588666607,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: SELL,NIFTY_AUTO,-1.431868527738015,-0.4270676318406019
