ticker,sector,signal_type,signal_strength,long_score,short_score,current_price,entry_price,target_price,stop_loss,volume_ratio,rsi,trend_direction,supertrend_direction,macd_line,macd_signal,macd_histogram,wave_trend_wt1,wave_trend_wt2,stochastic_k,stochastic_d,hma_value,ema200_value,supertrend_value,upper_bb,lower_bb,rvi_value,cmf_value,vwap_value,bars_analyzed,timestamp
BEL,Aerospace & Defence,HOLD,NONE,5,3,375.5,375.5,375.5,375.5,1.8266799066677755,44.0692773378503,BEARISH,BULL,-0.6060617653718623,-0.5916199248803453,-0.014441840491516977,-60.81225846479406,-68.03611913939997,30.232360080055646,18.84089439937757,376.30108690604817,376.87748157247034,,383.01,367.99,50.0,0.0,375.5,1650,12:33:30
BAJFINANCE,Finance,HOLD,NONE,3,2,895.0499877929688,895.0499877929688,895.0499877929688,895.0499877929688,1.6033784972725673,52.34847270082535,BEARISH,BULL,-0.25889995505508523,-0.5222396605723796,0.26333970551729435,27.217898639902568,0.010222329737004543,66.55765983213676,61.476308129646874,893.916890486636,895.0899465717998,,912.9509875488282,877.1489880371093,50.0,0.0,895.0499877929688,1650,12:33:30
LAURUSLABS,Pharmaceuticals,HOLD,NONE,0,4,877.4500122070312,877.4500122070312,877.4500122070312,877.4500122070312,2.25929798486053,29.112182013952477,BEARISH,BULL,-1.0002220304741058,-0.9708117550630113,-0.029410275411094533,-63.655933639758075,-51.316316793993,28.42227236976632,31.39844495491847,879.7782397259672,881.1054970313419,,894.9990124511719,859.9010119628906,50.0,0.0,877.4500122070312,1650,12:33:31
ABB,FMCG,HOLD,NONE,4,3,5066.5,5066.5,5066.5,5066.5,2.0573002032387073,38.81653372653474,BEARISH,BULL,-8.340334973390782,-7.095420364848973,-1.2449146085418086,-67.0865938710391,-68.40063387478264,17.454126921038647,9.074122596904603,5073.581513421931,5108.18919679594,,5167.83,4965.17,50.0,0.0,5066.5,1650,12:33:31
BLUESTARCO,FMCG,HOLD,NONE,6,1,1920.0,1920.0,1920.0,1920.0,1.1855225770749305,44.450309816137256,BULLISH,BULL,-0.5698880554796233,1.0806538547172524,-1.6505419101968757,-53.2264887476213,-54.76428701957016,29.733870520968836,20.94361049117281,1928.3572848007484,1914.3495438927366,,1958.4,1881.6,50.0,0.0,1920.0,1650,12:33:33
CHAMBLFERT,Industrials,HOLD,NONE,2,2,561.0,561.0,561.0,561.0,1.3962395353028232,45.11044918242776,BULLISH,BULL,-0.23071499904381199,-0.11158731144555584,-0.11912768759825615,-33.744102775392754,-26.97344910729135,26.587030551397756,27.24840429053297,563.2486844271571,559.0895911237711,,572.22,549.78,50.0,0.0,561.0,1650,12:33:33
EXIDEIND,Auto,HOLD,NONE,0,3,394.3500061035156,394.3500061035156,394.3500061035156,394.3500061035156,3.317842739491316,26.00284414643275,BEARISH,BULL,-0.723689661586775,-0.3237670046537149,-0.39992265693306006,-66.05022885019535,-52.785136431584164,3.7012630389965033,7.781303843640693,398.205022062751,395.53581396885016,,402.23700622558596,386.4630059814453,50.0,0.0,394.3500061035156,1650,12:33:33
CESC,Miscellaneous,HOLD,NONE,4,1,166.80999755859375,166.80999755859375,166.80999755859375,166.80999755859375,1.0544609725302743,51.487031092132064,BULLISH,BULL,0.03712845368929152,0.05947603152057852,-0.022347577831287005,-10.053667133311315,1.5119723422166134,54.66312586088244,58.424466969287515,167.3135531339931,165.3671045371933,,170.14619750976564,163.47379760742186,50.0,0.0,166.80999755859375,1650,12:33:33
CIPLA,Pharmaceuticals,HOLD,NONE,2,4,1592.4000244140625,1592.4000244140625,1592.4000244140625,1592.4000244140625,1.1156841418316292,47.69838105501627,BULLISH,BULL,-0.06966706240905296,-0.06930273875321726,-0.0003643236558357049,-4.114522585651447,7.2892287132097415,47.92102812209824,53.362312558048735,1593.912553870716,1578.0378721865468,,1624.2480249023438,1560.5520239257812,50.0,0.0,1592.4000244140625,1650,12:33:35
CGPOWER,FMCG,HOLD,NONE,4,0,680.0,680.0,680.0,680.0,0.8516510757018652,54.831207348600046,BULLISH,BULL,0.6082965347898153,0.5528926664255481,0.05540386836426714,29.397395898849318,42.16570943956934,46.610321450492755,46.53063036155336,677.2641441839569,677.8239530922731,,693.6,666.4,50.0,0.0,680.0,1650,12:33:35
BHEL,FMCG,HOLD,NONE,0,4,218.07000732421875,218.07000732421875,218.07000732421875,218.07000732421875,1.365072424496231,43.939935316864435,BEARISH,BULL,0.08967304942058263,0.1450580325084025,-0.05538498308781986,-10.642542728595718,14.805249069258366,28.394957072954753,44.49569944632035,218.18088521667178,219.30517695329993,,222.43140747070314,213.70860717773436,50.0,0.0,218.07000732421875,1650,12:33:36
DABUR,FMCG,HOLD,NONE,0,3,516.0499877929688,516.0499877929688,516.0499877929688,516.0499877929688,1.6856330891757727,38.32958850527575,BEARISH,BULL,-0.5514633390409927,-0.3817857945597818,-0.16967754448121086,-53.348678929921306,-62.55395753172624,15.411607709304127,11.915389194477273,517.3620757060382,520.3657333733452,,526.3709875488281,505.7289880371094,50.0,0.0,516.0499877929688,1650,12:33:36
HINDPETRO,Industrials,HOLD,NONE,1,6,390.75,390.75,390.75,390.75,1.3277073987294736,49.59868773523048,BEARISH,BULL,-0.03843445325730954,-0.0081078894666612,-0.030326563790648343,-17.853881602068135,3.4047152152509987,21.763594176276087,28.247686480836126,390.7625402084736,392.12138054861737,,398.565,382.935,50.0,0.0,390.75,1650,12:33:37
SAIL,Metals,HOLD,NONE,2,4,121.93000030517578,121.93000030517578,121.93000030517578,121.93000030517578,5.034580965164927,51.573187392186064,BEARISH,BULL,-0.02346030125221432,-0.05621634166783075,0.03275604041561643,9.547136629819232,-5.313628812987075,70.07161026145918,79.73378227080443,121.73802861843804,122.74442760506989,,124.3686003112793,119.49140029907227,50.0,0.0,121.93000030517578,1650,12:33:38
SBIN,Bank,HOLD,NONE,0,3,816.25,816.25,816.25,816.25,1.558519971526359,34.646920462734954,BEARISH,BULL,-0.8116369167522635,-0.8381231985153363,0.026486281763072883,-51.52288066744079,-56.50765983897838,16.983391305728176,16.337970061470337,816.4412807534416,823.8442706943014,,832.575,799.925,50.0,0.0,816.25,1650,12:33:38
TITAN,Miscellaneous,HOLD,NONE,3,3,3621.0,3621.0,3621.0,3621.0,1.983188638734318,48.70360102151939,BULLISH,BULL,0.2701165390776623,0.7863536370416899,-0.5162370979640276,-17.711124361167915,0.31461807877676407,22.12701816197684,25.735594727571605,3623.700906188281,3604.6996632470787,,3693.42,3548.58,50.0,0.0,3621.0,1650,12:33:39
DRREDDY,Pharmaceuticals,HOLD,NONE,2,2,1275.0,1275.0,1275.0,1275.0,2.8253882254746197,35.792607373843595,BULLISH,BULL,-1.0443547757809029,-0.5286051615090378,-0.515749614271865,-73.1441971383165,-74.8679214831206,33.61111111111109,35.009053548177036,1281.0828331735115,1269.5641477549655,,1300.5,1249.5,50.0,0.0,1275.0,1650,12:33:39
HDFCBANK,Bank,HOLD,NONE,6,3,1965.5,1965.5,1965.5,1965.5,2.0794146524315065,44.41736571540132,BEARISH,BULL,-1.0337031678607218,-0.9258176793794428,-0.10788548848127899,-44.65639595971458,-46.29519454352495,37.410642043813006,31.89124205509071,1965.6546623094323,1978.7444934758441,,2004.81,1926.19,50.0,0.0,1965.5,1650,12:33:40
HEROMOTOCO,Auto,HOLD,NONE,0,2,4995.0,4995.0,4995.0,4995.0,1.5060803202458009,42.23069096305144,BEARISH,BULL,-2.849610025959919,-2.845143989391035,-0.00446603656888378,-42.2420378317903,-31.039268832923753,30.62037510172409,38.372540484616756,4993.246520731611,5045.139884097419,,5094.9,4895.1,50.0,0.0,4995.0,1650,12:33:41
HFCL,Telecom,HOLD,NONE,4,3,73.62000274658203,73.62000274658203,73.62000274658203,73.62000274658203,1.3873499998426435,41.75174832994591,BEARISH,BULL,-0.0758246493835486,-0.015336409386594202,-0.0604882399969544,-47.37562403098873,-49.96229576651615,13.703615792388648,12.592353976166029,74.17249923279269,73.92366152146569,,75.09240280151367,72.14760269165039,50.0,0.0,73.62000274658203,1650,12:33:41
HINDZINC,Metals,HOLD,NONE,3,2,425.20001220703125,425.20001220703125,425.20001220703125,425.20001220703125,2.56586500694906,42.4695903758217,BEARISH,BULL,-0.4105975831610067,-0.38663857598002,-0.023959007180986702,-58.7703585300868,-61.619721398334335,18.282753718045242,18.188003508018138,425.15481860636805,428.2037900189553,,433.7040124511719,416.6960119628906,50.0,0.0,425.20001220703125,1650,12:33:42
INFY,I.T,HOLD,NONE,2,1,1487.9000244140625,1487.9000244140625,1487.9000244140625,1487.9000244140625,1.131047296164878,40.805605107326556,BULLISH,BULL,-1.3441881247792935,-1.3990605207092885,0.054872395929995044,-42.01177875376248,-55.79995932349566,41.22400941455357,31.73706102273765,1490.2490879933036,1487.3067069833148,,1517.6580249023439,1458.1420239257811,50.0,0.0,1487.9000244140625,1650,12:33:42
JSWSTEEL,Metals,HOLD,NONE,2,2,1054.5999755859375,1054.5999755859375,1054.5999755859375,1054.5999755859375,2.2938713841906924,42.42469243677274,BEARISH,BULL,-0.2575227520617318,0.020561426984062645,-0.27808417904579447,-58.07101914181009,-44.914256854549485,16.683133941198847,15.746072847760248,1053.2618442221149,1066.1357916142479,,1075.6919750976563,1033.5079760742187,50.0,0.0,1054.5999755859375,1650,12:33:43
KOTAKBANK,Bank,HOLD,NONE,0,5,1983.5999755859375,1983.5999755859375,1983.5999755859375,1983.5999755859375,1.7436468894758321,34.167808692551716,BEARISH,BULL,-2.0608425891825846,-2.1679658355479035,0.10712324636531889,-15.656839493086935,-25.474658572507593,46.344395562817674,48.89003606975066,1984.8960856315582,2005.1199965669327,,2023.2719750976562,1943.9279760742188,50.0,0.0,1983.5999755859375,1650,12:33:43
TRENT,FMCG,HOLD,NONE,0,5,5418.0,5418.0,5418.0,5418.0,1.603692782467129,44.251772408176016,BEARISH,BULL,-5.4172857716012,-7.135516637755443,1.7182308661542427,-17.910830523205664,-38.36858701264402,74.31805782869613,60.144541928636805,5421.365611161116,5458.0981937842425,,5526.36,5309.64,50.0,0.0,5418.0,1650,12:33:44
LICHSGFIN,Finance,HOLD,NONE,3,2,564.0,564.0,564.0,564.0,1.7438926342680732,47.62789026468836,BEARISH,BULL,-0.4767235652384443,-0.5122003942302474,0.035476828991803155,-52.863709962665276,-50.385315075173025,43.51064520232652,35.385467528958216,563.290754940865,571.4597204390657,,575.28,552.72,50.0,0.0,564.0,1650,12:33:45
LUPIN,Pharmaceuticals,HOLD,NONE,3,2,1974.699951171875,1974.699951171875,1974.699951171875,1974.699951171875,3.5784212882849085,52.09919214209426,BULLISH,BULL,0.6171697443066932,0.7764609519840947,-0.15929120767740146,-2.2504832845277143,17.807971197949882,50.48193859995663,53.57986695319067,1975.381680942023,1965.1283461759572,,2014.1939501953125,1935.2059521484375,50.0,0.0,1974.699951171875,1650,12:33:45
MFSL,Finance,HOLD,NONE,0,3,1638.699951171875,1638.699951171875,1638.699951171875,1638.699951171875,2.094959824689554,35.49619008375922,BEARISH,BULL,-2.072829431192986,-1.9833638446293402,-0.08946558656364556,-65.07985364404524,-66.01779290590606,25.925473077969105,21.328656315727397,1641.6633443355827,1645.7055203599868,,1671.4739501953125,1605.9259521484375,50.0,0.0,1638.699951171875,1650,12:33:46
NCC,Realty,HOLD,NONE,5,2,217.05999755859375,217.05999755859375,217.05999755859375,217.05999755859375,2.2507095235261705,47.12511137321095,BEARISH,BULL,-0.10466566768423036,-0.10934077352934586,0.004675105845115504,-23.1265725537962,-33.64820054771242,43.75003311345997,31.68235385152506,216.83228722882774,218.913029851565,,221.40119750976564,212.71879760742186,50.0,0.0,217.05999755859375,1650,12:33:47
VEDL,Industrials,HOLD,NONE,5,2,444.5,444.5,444.5,444.5,2.3701380684337527,49.520890389011335,BEARISH,BULL,-0.11550067053212842,-0.13173696564386272,0.0162362951117343,-17.886158909648646,-37.971366950901015,42.42474684422252,40.90935713074709,444.2189971811454,445.04132127137206,,453.39,435.61,50.0,0.0,444.5,1650,12:33:47
GRASIM,Miscellaneous,HOLD,NONE,0,3,2808.0,2808.0,2808.0,2808.0,1.2965476821505988,34.82232004733115,BEARISH,BULL,-2.7572114965487344,-2.460100554092617,-0.2971109424561176,-60.172320445514714,-48.99742019347495,31.18082853664264,33.126258158969705,2808.951711238875,2839.7778319340446,,2864.16,2751.84,50.0,0.0,2808.0,1650,12:33:48
PEL,Finance,HOLD,NONE,0,3,1164.300048828125,1164.300048828125,1164.300048828125,1164.300048828125,0.900226834140231,38.22368290963155,BEARISH,BULL,-0.22370789453179896,0.6090517123934512,-0.8327596069252502,-29.53143635000432,-12.232186943186873,9.818236191231318,11.691575406727308,1170.2017041248557,1168.4976940154925,,1187.5860498046875,1141.0140478515625,50.0,0.0,1164.300048828125,1650,12:33:48
ONGC,Oils,HOLD,NONE,0,2,236.19000244140625,236.19000244140625,236.19000244140625,236.19000244140625,1.4898392606928903,44.14360840675028,BEARISH,BULL,-0.13541906383423452,-0.15460352245795086,0.019184458623716344,-26.41959668111273,-9.191254667510776,19.309744994776942,34.28854726305841,235.97601055561563,237.6980621566386,,240.9138024902344,231.4662023925781,50.0,0.0,236.19000244140625,1650,12:33:49
RELIANCE,Industrials,HOLD,NONE,0,3,1410.0,1410.0,1410.0,1410.0,1.6661991135993937,40.6727594517963,BEARISH,BULL,-1.3389679144891034,-1.185415793638863,-0.1535521208502404,-49.49328479738818,-57.384230785866606,24.859343980398886,17.641051271409406,1410.4906368982713,1416.5417521032343,,1438.2,1381.8,50.0,0.0,1410.0,1650,12:33:49
PIDILITIND,Industrials,HOLD,NONE,4,1,3087.199951171875,3087.199951171875,3087.199951171875,3087.199951171875,2.3621516222199417,41.02677238537066,BULLISH,BULL,-1.2684894813960454,0.17869806754640366,-1.447187548942449,-74.55475408352558,-69.02188177121211,19.154342028594233,17.518999971371624,3098.652941972856,3087.072136202961,,3148.9439501953125,3025.4559521484375,50.0,0.0,3087.199951171875,1650,12:33:50
PATANJALI,FMCG,HOLD,NONE,4,2,1801.199951171875,1801.199951171875,1801.199951171875,1801.199951171875,3.456078480514133,51.82175132203613,BEARISH,BULL,0.00500091607318609,0.10821188996538611,-0.10321097389220002,-8.968226310111225,-2.1524416342625297,24.216372621643476,23.551539896339435,1798.4391249055338,1802.3265890170987,,1837.2239501953125,1765.1759521484375,50.0,0.0,1801.199951171875,1650,12:33:50
TATAPOWER,Miscellaneous,HOLD,NONE,0,3,385.04998779296875,385.04998779296875,385.04998779296875,385.04998779296875,1.2431176772262043,26.280120329374228,BEARISH,BULL,-0.38288359595537713,-0.22754670503942842,-0.1553368909159487,-67.24868500106746,-67.78377982468314,7.0921801614613615,10.638270242192059,386.4866794301485,387.7094498064937,,392.7509875488281,377.3489880371094,50.0,0.0,385.04998779296875,1650,12:33:52
SHREECEM,Industrials,HOLD,NONE,1,3,30020.0,30020.0,30020.0,30020.0,1.2570023227216833,38.14752034696081,BEARISH,BULL,-40.10515547106479,-30.19379800730352,-9.91135746376127,-63.06057914997083,-71.56920278353938,19.291754756871068,14.898989898989923,30037.327991387374,30436.208890526712,,30620.4,29419.6,50.0,0.0,30020.0,1647,12:33:52
ACC,Industrials,HOLD,NONE,0,4,1821.0999755859375,1821.0999755859375,1821.0999755859375,1821.0999755859375,1.2357817037754115,41.774210554999726,BEARISH,BULL,-1.6142598879312118,-1.9905969096671698,0.37633702173595807,-18.15513823012039,-33.0641028964564,59.73979306044371,51.74553586585923,1819.2954331761505,1841.5436052552598,,1857.5219750976562,1784.6779760742188,50.0,0.0,1821.0999755859375,1650,12:33:52
TATAELXSI,I.T,HOLD,NONE,2,2,5577.5,5577.5,5577.5,5577.5,2.4761904761904763,53.381516811565184,BEARISH,BULL,1.1527246944069702,-0.26451606069957406,1.4172407551065442,27.835715601841976,27.269196194779756,72.58064516129038,76.79358364181218,5562.265338275005,5637.797049416641,,5689.05,5465.95,50.0,0.0,5577.5,1650,12:33:53
TORNTPHARM,Pharmaceuticals,HOLD,NONE,2,0,3688.0,3688.0,3688.0,3688.0,1.1722767115253023,70.10374196688073,BULLISH,BULL,6.632253443964146,6.446616687101539,0.18563675686260694,58.756343778741424,59.02430051773524,74.69389804417875,74.57139742335441,3674.3304413009946,3661.3067014889143,,3761.76,3614.24,50.0,0.0,3688.0,1650,12:33:53
HINDALCO,Metals,HOLD,NONE,0,3,704.2000122070312,704.2000122070312,704.2000122070312,704.2000122070312,1.2659433542499539,34.936161352209865,BEARISH,BULL,-0.8084008370985885,-0.6088157844771387,-0.19958505262144977,-75.33329499835732,-72.44359881004645,20.173702650704627,16.625976934879898,706.8885483601942,705.3808358843862,,718.2840124511719,690.1160119628906,50.0,0.0,704.2000122070312,1650,12:33:54
AMBUJACEM,Industrials,HOLD,NONE,0,3,577.4000244140625,577.4000244140625,577.4000244140625,577.4000244140625,1.3856207480685194,39.59793045317041,BEARISH,BULL,-0.9689943573910114,-0.8610318584926472,-0.10796249889836418,-42.40682287980185,-54.39515737234318,18.513300500730633,12.245653480859305,577.8254256305887,584.4437284429741,,588.9480249023437,565.8520239257813,50.0,0.0,577.4000244140625,1650,12:33:55
FEDERALBNK,Bank,HOLD,NONE,2,2,196.5,196.5,196.5,196.5,1.7560904765304037,44.11589031317233,BEARISH,BULL,-0.14852532285360098,-0.16763391563531974,0.019108592781718753,-46.629333004061934,-43.02701245090674,49.13620951430204,48.631711728115135,196.37176653891478,198.1705959171568,,200.43,192.57,50.0,0.0,196.5,1650,12:33:56
ASHOKLEY,Auto,HOLD,NONE,4,1,131.49000549316406,131.49000549316406,131.49000549316406,131.49000549316406,4.787859137469644,59.20668783546341,BULLISH,BULL,-0.03766576253374865,-0.009315915764757297,-0.02834984676899135,-52.19638219786509,-72.65400759051379,47.497617720016585,34.525911930600905,131.56802659395507,131.36894440067775,,134.11980560302734,128.86020538330078,50.0,0.0,131.49000549316406,1650,12:33:56
TATASTEEL,Metals,HOLD,NONE,0,5,158.35000610351562,158.35000610351562,158.35000610351562,158.35000610351562,2.2238367822293927,28.977707196720928,BEARISH,BULL,-0.30716530152776045,-0.3086922254913705,0.0015269239636100385,-54.81102266509416,-54.82164732700869,26.866529457328344,30.84027743149944,158.84000052847261,160.2426409141034,,161.51700622558593,155.18300598144532,50.0,0.0,158.35000610351562,1650,12:33:56
CUMMINSIND,FMCG,HOLD,NONE,4,1,3916.0,3916.0,3916.0,3916.0,1.42818226977251,52.53574987934131,BULLISH,BULL,2.5605934289260404,3.889100973362363,-1.3285075444363228,-24.859053217609443,-9.487012718185136,38.30787858813007,35.787139079353175,3920.857577359517,3869.9079750572578,,3994.32,3837.68,50.0,0.0,3916.0,1650,12:33:57
